Gene	CF	Population
Gm29629	Kmt2d	MatureMye
Gm29771	Kmt2d	MatureMye
Gm29880	Kmt2d	MatureMye
Gm2a	Kmt2d	MatureMye
Gm30082	Kmt2d	MatureMye
Gm30382	Kmt2d	MatureMye
Gm30420	Kmt2d	MatureMye
Gm30961	Kmt2d	MatureMye
Gm31108	Kmt2d	MatureMye
Gm31401	Kmt2d	MatureMye
Gm31499	Kmt2d	MatureMye
Gm31651	Kmt2d	MatureMye
Gm31683	Kmt2d	MatureMye
Gm31897	Kmt2d	MatureMye
Gm32200	Kmt2d	MatureMye
Gm32585	Kmt2d	MatureMye
Gm32872	Kmt2d	MatureMye
Gm32914	Kmt2d	MatureMye
Gm33103	Kmt2d	MatureMye
Gm33280	Kmt2d	MatureMye
Gm33447	Kmt2d	MatureMye
Gm33699	Kmt2d	MatureMye
Gm34047	Kmt2d	MatureMye
Gm34184	Kmt2d	MatureMye
Gm34481	Kmt2d	MatureMye
Gm34611	Kmt2d	MatureMye
Gm34882	Kmt2d	MatureMye
Gm34907	Kmt2d	MatureMye
Gm35028	Kmt2d	MatureMye
Gm35154	Kmt2d	MatureMye
Gm36169	Kmt2d	MatureMye
Gm36208	Kmt2d	MatureMye
Gm36642	Kmt2d	MatureMye
Gm36677	Kmt2d	MatureMye
Gm36723	Kmt2d	MatureMye
Gm36860	Kmt2d	MatureMye
Gm36975	Kmt2d	MatureMye
Gm37065	Kmt2d	MatureMye
Gm37280	Kmt2d	MatureMye
Gm37359	Kmt2d	MatureMye
Gm37754	Kmt2d	MatureMye
Gm37800	Kmt2d	MatureMye
Gm38575	Kmt2d	MatureMye
Gm38619	Kmt2d	MatureMye
Gm38843	Kmt2d	MatureMye
Gm40477	Kmt2d	MatureMye
Gm40662	Kmt2d	MatureMye
Gm41206	Kmt2d	MatureMye
Gm41611	Kmt2d	MatureMye
Gm42133	Kmt2d	MatureMye
Gm4221	Kmt2d	MatureMye
Gm42567	Kmt2d	MatureMye
Gm42745	Kmt2d	MatureMye
Gm42797	Kmt2d	MatureMye
Gm4285	Kmt2d	MatureMye
Gm4356	Kmt2d	MatureMye
Gm43569	Kmt2d	MatureMye
Gm43572	Kmt2d	MatureMye
Gm43635	Kmt2d	MatureMye
Gm43674	Kmt2d	MatureMye
Gm43728	Kmt2d	MatureMye
Gm43838	Kmt2d	MatureMye
Gm43936	Kmt2d	MatureMye
Gm43964	Kmt2d	MatureMye
Gm44674	Kmt2d	MatureMye
Gm44686	Kmt2d	MatureMye
Gm44787	Kmt2d	MatureMye
Gm44995	Kmt2d	MatureMye
Gm45121	Kmt2d	MatureMye
Gm45371	Kmt2d	MatureMye
Gm45449	Kmt2d	MatureMye
Gm45572	Kmt2d	MatureMye
Gm46401	Kmt2d	MatureMye
Gm46555	Kmt2d	MatureMye
Gm47047	Kmt2d	MatureMye
Gm47118	Kmt2d	MatureMye
Gm47177	Kmt2d	MatureMye
Gm47230	Kmt2d	MatureMye
Gm47414	Kmt2d	MatureMye
Gm47431	Kmt2d	MatureMye
Gm47705	Kmt2d	MatureMye
Gm47707	Kmt2d	MatureMye
Gm47765	Kmt2d	MatureMye
Gm47770	Kmt2d	MatureMye
Gm47796	Kmt2d	MatureMye
Gm47926	Kmt2d	MatureMye
Gm4793	Kmt2d	MatureMye
Gm47957	Kmt2d	MatureMye
Gm48061	Kmt2d	MatureMye
Gm48127	Kmt2d	MatureMye
Gm48284	Kmt2d	MatureMye
Gm48302	Kmt2d	MatureMye
Gm48420	Kmt2d	MatureMye
Gm48545	Kmt2d	MatureMye
Gm48651	Kmt2d	MatureMye
Gm48654	Kmt2d	MatureMye
Gm48708	Kmt2d	MatureMye
Gm4872	Kmt2d	MatureMye
Gm48832	Kmt2d	MatureMye
Gm48843	Kmt2d	MatureMye
Gm48867	Kmt2d	MatureMye
Gm48969	Kmt2d	MatureMye
Gm49004	Kmt2d	MatureMye
Gm49226	Kmt2d	MatureMye
Gm49498	Kmt2d	MatureMye
Gm49579	Kmt2d	MatureMye
Gm49678	Kmt2d	MatureMye
Gm49901	Kmt2d	MatureMye
Gm49906	Kmt2d	MatureMye
Gm50069	Kmt2d	MatureMye
Gm50133	Kmt2d	MatureMye
Gm50210	Kmt2d	MatureMye
Gm50290	Kmt2d	MatureMye
Gm50295	Kmt2d	MatureMye
Gm50362	Kmt2d	MatureMye
Gm50394	Kmt2d	MatureMye
Gm5427	Kmt2d	MatureMye
Gm5464	Kmt2d	MatureMye
Gm5602	Kmt2d	MatureMye
Gm9530	Kmt2d	MatureMye
Gm9733	Kmt2d	MatureMye
Gm9968	Kmt2d	MatureMye
Gnpda1	Kmt2d	MatureMye
Gns	Kmt2d	MatureMye
Gpc1	Kmt2d	MatureMye
Gpr141	Kmt2d	MatureMye
Grk5	Kmt2d	MatureMye
Gsdme	Kmt2d	MatureMye
Gykl1	Kmt2d	MatureMye
H2-DMb2	Kmt2d	MatureMye
H2afy	Kmt2d	MatureMye
Hecw2	Kmt2d	MatureMye
Hexa	Kmt2d	MatureMye
Hipk2	Kmt2d	MatureMye
Hlcs	Kmt2d	MatureMye
Hltf	Kmt2d	MatureMye
Hmgb2	Kmt2d	MatureMye
Hnrnpa3	Kmt2d	MatureMye
Homer1	Kmt2d	MatureMye
Hopxos	Kmt2d	MatureMye
Hsd17b11	Kmt2d	MatureMye
Icos	Kmt2d	MatureMye
Ifi202b	Kmt2d	MatureMye
Ifi204	Kmt2d	MatureMye
Ifnab	Kmt2d	MatureMye
Ift22	Kmt2d	MatureMye
Igip	Kmt2d	MatureMye
Ik	Kmt2d	MatureMye
Il1rn	Kmt2d	MatureMye
Ino80c	Kmt2d	MatureMye
Inpp5d	Kmt2d	MatureMye
Iqsec1	Kmt2d	MatureMye
Irf2bpl	Kmt2d	MatureMye
Irf8	Kmt2d	MatureMye
Itga1	Kmt2d	MatureMye
Itga4	Kmt2d	MatureMye
Itga6	Kmt2d	MatureMye
Itgb1	Kmt2d	MatureMye
Itgb3	Kmt2d	MatureMye
Itpr1	Kmt2d	MatureMye
Iyd	Kmt2d	MatureMye
Jaml	Kmt2d	MatureMye
Jmjd1c	Kmt2d	MatureMye
Kctd12	Kmt2d	MatureMye
Kdr	Kmt2d	MatureMye
Kif1a	Kmt2d	MatureMye
Klf7	Kmt2d	MatureMye
Klrb1b	Kmt2d	MatureMye
Klrb1c	Kmt2d	MatureMye
Lama3	Kmt2d	MatureMye
Lekr1	Kmt2d	MatureMye
Lemd2	Kmt2d	MatureMye
Letm1	Kmt2d	MatureMye
Limd1	Kmt2d	MatureMye
Llph	Kmt2d	MatureMye
Lmnb1	Kmt2d	MatureMye
Lncbate1	Kmt2d	MatureMye
Lnpep	Kmt2d	MatureMye
Lpcat1	Kmt2d	MatureMye
Lpgat1	Kmt2d	MatureMye
Lrp1	Kmt2d	MatureMye
Lrrc17	Kmt2d	MatureMye
Lrrc8d	Kmt2d	MatureMye
Lta4h	Kmt2d	MatureMye
Ltbp1	Kmt2d	MatureMye
Ly86	Kmt2d	MatureMye
Ly9	Kmt2d	MatureMye
Lyn	Kmt2d	MatureMye
Lyrm9	Kmt2d	MatureMye
Macrod2os1	Kmt2d	MatureMye
Magi1	Kmt2d	MatureMye
Mamdc2	Kmt2d	MatureMye
Maml1	Kmt2d	MatureMye
Maml2	Kmt2d	MatureMye
Man2a1	Kmt2d	MatureMye
Map4	Kmt2d	MatureMye
Map4k4	Kmt2d	MatureMye
Mapk9	Kmt2d	MatureMye
Mapkapk2	Kmt2d	MatureMye
Marf1	Kmt2d	MatureMye
Mbnl1	Kmt2d	MatureMye
Med4	Kmt2d	MatureMye
Megf9	Kmt2d	MatureMye
Meis3	Kmt2d	MatureMye
Men1	Kmt2d	MatureMye
Mettl21a	Kmt2d	MatureMye
Mgat4a	Kmt2d	MatureMye
Mindy2	Kmt2d	MatureMye
Mis12	Kmt2d	MatureMye
Mmp12	Kmt2d	MatureMye
Mndal	Kmt2d	MatureMye
Mpp4	Kmt2d	MatureMye
Mrpl16	Kmt2d	MatureMye
Mrps33	Kmt2d	MatureMye
Ms4a1	Kmt2d	MatureMye
Ms4a12	Kmt2d	MatureMye
Msn	Kmt2d	MatureMye
Msr1	Kmt2d	MatureMye
Mtus1	Kmt2d	MatureMye
Mycbp2	Kmt2d	MatureMye
Myo1b	Kmt2d	MatureMye
Myocos	Kmt2d	MatureMye
Myof	Kmt2d	MatureMye
Myrfl	Kmt2d	MatureMye
N4bp1	Kmt2d	MatureMye
Naa20	Kmt2d	MatureMye
Nampt	Kmt2d	MatureMye
Nap1l1	Kmt2d	MatureMye
Ncf4	Kmt2d	MatureMye
Nck2	Kmt2d	MatureMye
Ndc80	Kmt2d	MatureMye
Ndufa10	Kmt2d	MatureMye
Nek10	Kmt2d	MatureMye
Neurl1b	Kmt2d	MatureMye
Nfkbia	Kmt2d	MatureMye
Nhlrc3	Kmt2d	MatureMye
Ninj1	Kmt2d	MatureMye
Nlrp1b	Kmt2d	MatureMye
Nod1	Kmt2d	MatureMye
Nr1h3	Kmt2d	MatureMye
Nrbf2	Kmt2d	MatureMye
Nrg4	Kmt2d	MatureMye
Nrp1	Kmt2d	MatureMye
Nrp2	Kmt2d	MatureMye
Nup54	Kmt2d	MatureMye
Olfml2b	Kmt2d	MatureMye
Olfr649	Kmt2d	MatureMye
Olfr695	Kmt2d	MatureMye
Olr1	Kmt2d	MatureMye
Oosp3	Kmt2d	MatureMye
Os9	Kmt2d	MatureMye
Osbp	Kmt2d	MatureMye
Otulinl	Kmt2d	MatureMye
P4ha2	Kmt2d	MatureMye
Pacsin1	Kmt2d	MatureMye
Pag1	Kmt2d	MatureMye
Pak2	Kmt2d	MatureMye
Palld	Kmt2d	MatureMye
Pard3bos2	Kmt2d	MatureMye
Parp1	Kmt2d	MatureMye
Parp8	Kmt2d	MatureMye
Parvg	Kmt2d	MatureMye
Pbx1	Kmt2d	MatureMye
Pcbd1	Kmt2d	MatureMye
Pdcd1	Kmt2d	MatureMye
Pdcd1lg2	Kmt2d	MatureMye
Pecam1	Kmt2d	MatureMye
Pex14	Kmt2d	MatureMye
Pgap1	Kmt2d	MatureMye
Phactr4	Kmt2d	MatureMye
Phf11b	Kmt2d	MatureMye
Phlda1	Kmt2d	MatureMye
Phlpp1	Kmt2d	MatureMye
Pid1	Kmt2d	MatureMye
Pik3c2g	Kmt2d	MatureMye
Pik3cb	Kmt2d	MatureMye
Pik3r5	Kmt2d	MatureMye
Pik3r6	Kmt2d	MatureMye
Pilra	Kmt2d	MatureMye
Pitpnb	Kmt2d	MatureMye
Piwil2	Kmt2d	MatureMye
Pla2g4a	Kmt2d	MatureMye
Pla2g7	Kmt2d	MatureMye
Plag1	Kmt2d	MatureMye
Plekhf2	Kmt2d	MatureMye
Pllp	Kmt2d	MatureMye
Plpp3	Kmt2d	MatureMye
Pltp	Kmt2d	MatureMye
Plxna1	Kmt2d	MatureMye
Polr1a	Kmt2d	MatureMye
Pou1f1	Kmt2d	MatureMye
Pparg	Kmt2d	MatureMye
Ppfibp2	Kmt2d	MatureMye
Ppig	Kmt2d	MatureMye
Ppp1r12a	Kmt2d	MatureMye
Ppp1r12b	Kmt2d	MatureMye
Ppp1r1c	Kmt2d	MatureMye
Ppp1r21	Kmt2d	MatureMye
Ppp4r2	Kmt2d	MatureMye
Prag1	Kmt2d	MatureMye
Prcp	Kmt2d	MatureMye
Prex1	Kmt2d	MatureMye
Prim2	Kmt2d	MatureMye
Prkcq	Kmt2d	MatureMye
Prorp	Kmt2d	MatureMye
Prorsd1	Kmt2d	MatureMye
Prox2os	Kmt2d	MatureMye
Prps1	Kmt2d	MatureMye
Prss50	Kmt2d	MatureMye
Psap	Kmt2d	MatureMye
Psme2	Kmt2d	MatureMye
Pstpip1	Kmt2d	MatureMye
Ptger4	Kmt2d	MatureMye
Ptgis	Kmt2d	MatureMye
Ptk2b	Kmt2d	MatureMye
Ptpra	Kmt2d	MatureMye
Ptprj	Kmt2d	MatureMye
Ptpro	Kmt2d	MatureMye
Ptprs	Kmt2d	MatureMye
Pttg1	Kmt2d	MatureMye
Pxylp1	Kmt2d	MatureMye
R74862	Kmt2d	MatureMye
Rab11a	Kmt2d	MatureMye
Rab30	Kmt2d	MatureMye
Rab5c	Kmt2d	MatureMye
Rac1	Kmt2d	MatureMye
Rap1gap2	Kmt2d	MatureMye
Rasgrp1	Kmt2d	MatureMye
Rassf2	Kmt2d	MatureMye
Rassf4	Kmt2d	MatureMye
Raver2	Kmt2d	MatureMye
Rbm47	Kmt2d	MatureMye
Rcan1	Kmt2d	MatureMye
Rdh12	Kmt2d	MatureMye
Recql5	Kmt2d	MatureMye
Reep5	Kmt2d	MatureMye
Retnlb	Kmt2d	MatureMye
Retreg1	Kmt2d	MatureMye
Rffl	Kmt2d	MatureMye
Rgl1	Kmt2d	MatureMye
Rgs1	Kmt2d	MatureMye
Rgs2	Kmt2d	MatureMye
Rhobtb1	Kmt2d	MatureMye
Rhoc	Kmt2d	MatureMye
Rhpn1	Kmt2d	MatureMye
Rin3	Kmt2d	MatureMye
Rnase6	Kmt2d	MatureMye
Rnf11	Kmt2d	MatureMye
Rnf128	Kmt2d	MatureMye
Rnf144b	Kmt2d	MatureMye
Rnf19b	Kmt2d	MatureMye
Rpl11	Kmt2d	MatureMye
Rpl3	Kmt2d	MatureMye
Rps14	Kmt2d	MatureMye
Rps6ka3	Kmt2d	MatureMye
Rps6ka6	Kmt2d	MatureMye
Rtca	Kmt2d	MatureMye
Runx3	Kmt2d	MatureMye
Rybp	Kmt2d	MatureMye
Saa3	Kmt2d	MatureMye
Scand1	Kmt2d	MatureMye
Selenon	Kmt2d	MatureMye
Selp	Kmt2d	MatureMye
Sema4a	Kmt2d	MatureMye
Sema7a	Kmt2d	MatureMye
Sept9	Kmt2d	MatureMye
Serpina10	Kmt2d	MatureMye
Serpina11	Kmt2d	MatureMye
Sfmbt1	Kmt2d	MatureMye
Sfxn5	Kmt2d	MatureMye
Sgms1	Kmt2d	MatureMye
Sh2b2	Kmt2d	MatureMye
Sh3kbp1	Kmt2d	MatureMye
Sh3pxd2a	Kmt2d	MatureMye
Shb	Kmt2d	MatureMye
Ski	Kmt2d	MatureMye
Slamf7	Kmt2d	MatureMye
Slc22a16	Kmt2d	MatureMye
Slc25a24	Kmt2d	MatureMye
Slc29a3	Kmt2d	MatureMye
Slc30a3	Kmt2d	MatureMye
Slc38a2	Kmt2d	MatureMye
Slc38a9	Kmt2d	MatureMye
Slc41a2	Kmt2d	MatureMye
Slc6a12	Kmt2d	MatureMye
Slc7a5	Kmt2d	MatureMye
Slc7a7	Kmt2d	MatureMye
Slc9c1	Kmt2d	MatureMye
Slitrk2	Kmt2d	MatureMye
Smad6	Kmt2d	MatureMye
Smap2	Kmt2d	MatureMye
Smarcal1	Kmt2d	MatureMye
Smg1	Kmt2d	MatureMye
Smo	Kmt2d	MatureMye
Smtn	Kmt2d	MatureMye
Snhg8	Kmt2d	MatureMye
Snrk	Kmt2d	MatureMye
Snrpb2	Kmt2d	MatureMye
Snx18	Kmt2d	MatureMye
Snx22	Kmt2d	MatureMye
Socs3	Kmt2d	MatureMye
Sowahc	Kmt2d	MatureMye
Spag4	Kmt2d	MatureMye
Specc1	Kmt2d	MatureMye
Spink10	Kmt2d	MatureMye
Spink2	Kmt2d	MatureMye
Sppl2a	Kmt2d	MatureMye
St6gal1	Kmt2d	MatureMye
Stim2	Kmt2d	MatureMye
Strip2	Kmt2d	MatureMye
Strit1	Kmt2d	MatureMye
Sub1	Kmt2d	MatureMye
Sugct	Kmt2d	MatureMye
Sulf2	Kmt2d	MatureMye
Sult2a3	Kmt2d	MatureMye
Susd6	Kmt2d	MatureMye
Tada1	Kmt2d	MatureMye
Taf7l2	Kmt2d	MatureMye
Tagln2	Kmt2d	MatureMye
Tank	Kmt2d	MatureMye
Taok3	Kmt2d	MatureMye
Tbc1d5	Kmt2d	MatureMye
Tbcc	Kmt2d	MatureMye
Tbx21	Kmt2d	MatureMye
Tcerg1l	Kmt2d	MatureMye
Tcf12	Kmt2d	MatureMye
Tcf4	Kmt2d	MatureMye
Tdrd7	Kmt2d	MatureMye
Teddm1a	Kmt2d	MatureMye
Tes	Kmt2d	MatureMye
Thada	Kmt2d	MatureMye
Thsd7b	Kmt2d	MatureMye
Tifab	Kmt2d	MatureMye
Tkt	Kmt2d	MatureMye
Tlnrd1	Kmt2d	MatureMye
Tmcc2	Kmt2d	MatureMye
Tmem163	Kmt2d	MatureMye
Tmem184c	Kmt2d	MatureMye
Tmem185a	Kmt2d	MatureMye
Tmem236	Kmt2d	MatureMye
Tmem68	Kmt2d	MatureMye
Tmem9	Kmt2d	MatureMye
Tmpo	Kmt2d	MatureMye
Tnfrsf13b	Kmt2d	MatureMye
Tnfsf11	Kmt2d	MatureMye
Tnfsf14	Kmt2d	MatureMye
Tnip1	Kmt2d	MatureMye
Tnip3	Kmt2d	MatureMye
Tnni2	Kmt2d	MatureMye
Tpt1	Kmt2d	MatureMye
Tra2a	Kmt2d	MatureMye
Trerf1	Kmt2d	MatureMye
Trib1	Kmt2d	MatureMye
Trim2	Kmt2d	MatureMye
Trim36	Kmt2d	MatureMye
Trip10	Kmt2d	MatureMye
Ttc1	Kmt2d	MatureMye
Ttyh1	Kmt2d	MatureMye
Tuba3b	Kmt2d	MatureMye
Tvp23a	Kmt2d	MatureMye
Txndc2	Kmt2d	MatureMye
Tyk2	Kmt2d	MatureMye
Ubald2	Kmt2d	MatureMye
Ubash3b	Kmt2d	MatureMye
Ube2e3	Kmt2d	MatureMye
Uhrf1bp1l	Kmt2d	MatureMye
Usp25	Kmt2d	MatureMye
Usp36	Kmt2d	MatureMye
Usp47	Kmt2d	MatureMye
Vav2	Kmt2d	MatureMye
Vav3	Kmt2d	MatureMye
Vps41	Kmt2d	MatureMye
Vrk1	Kmt2d	MatureMye
Vrk2	Kmt2d	MatureMye
Wdfy2	Kmt2d	MatureMye
Wnt11	Kmt2d	MatureMye
Wsb2	Kmt2d	MatureMye
Xkr9	Kmt2d	MatureMye
Zbtb44	Kmt2d	MatureMye
Zfp157	Kmt2d	MatureMye
Zfp217	Kmt2d	MatureMye
Zfp292	Kmt2d	MatureMye
Zfp386	Kmt2d	MatureMye
Zfp462	Kmt2d	MatureMye
Zfp521	Kmt2d	MatureMye
Zfp608	Kmt2d	MatureMye
Zfp819	Kmt2d	MatureMye
Zfp961	Kmt2d	MatureMye
Zranb3	Kmt2d	MatureMye
0610038B21Rik	Kmt2a	Leukemia
1110020A21Rik	Kmt2a	Leukemia
1110059E24Rik	Kmt2a	Leukemia
1500035N22Rik	Kmt2a	Leukemia
1700001K19Rik	Kmt2a	Leukemia
1700001P01Rik	Kmt2a	Leukemia
1700003F12Rik	Kmt2a	Leukemia
1700006J14Rik	Kmt2a	Leukemia
1700011L03Rik	Kmt2a	Leukemia
1700012B07Rik	Kmt2a	Leukemia
1700012C08Rik	Kmt2a	Leukemia
1700015H07Rik	Kmt2a	Leukemia
1700016D06Rik	Kmt2a	Leukemia
1700023C21Rik	Kmt2a	Leukemia
1700023H06Rik	Kmt2a	Leukemia
1700025J12Rik	Kmt2a	Leukemia
1700026D11Rik	Kmt2a	Leukemia
1700047G07Rik	Kmt2a	Leukemia
1700048O20Rik	Kmt2a	Leukemia
1700049E15Rik	Kmt2a	Leukemia
1700054M17Rik	Kmt2a	Leukemia
1700063H06Rik	Kmt2a	Leukemia
1700102H20Rik	Kmt2a	Leukemia
1700109G14Rik	Kmt2a	Leukemia
1700123O12Rik	Kmt2a	Leukemia
1810009A15Rik	Kmt2a	Leukemia
1810012K08Rik	Kmt2a	Leukemia
1810013D15Rik	Kmt2a	Leukemia
1810064F22Rik	Kmt2a	Leukemia
2010001K21Rik	Kmt2a	Leukemia
2200002J24Rik	Kmt2a	Leukemia
2210016L21Rik	Kmt2a	Leukemia
2210408I21Rik	Kmt2a	Leukemia
2310039H08Rik	Kmt2a	Leukemia
2310058D17Rik	Kmt2a	Leukemia
2310061N02Rik	Kmt2a	Leukemia
2410004B18Rik	Kmt2a	Leukemia
2410006H16Rik	Kmt2a	Leukemia
2410021H03Rik	Kmt2a	Leukemia
2410131K14Rik	Kmt2a	Leukemia
2510017J16Rik	Kmt2a	Leukemia
2610020C07Rik	Kmt2a	Leukemia
2610037D02Rik	Kmt2a	Leukemia
2610306M01Rik	Kmt2a	Leukemia
2610318M16Rik	Kmt2a	Leukemia
2700038G22Rik	Kmt2a	Leukemia
2810021J22Rik	Kmt2a	Leukemia
2810030D12Rik	Kmt2a	Leukemia
2810429I04Rik	Kmt2a	Leukemia
2900052L18Rik	Kmt2a	Leukemia
2900097C17Rik	Kmt2a	Leukemia
3300002P13Rik	Kmt2a	Leukemia
4732440D04Rik	Kmt2a	Leukemia
4833427G06Rik	Kmt2a	Leukemia
4921511I17Rik	Kmt2a	Leukemia
4921516A02Rik	Kmt2a	Leukemia
4921524L21Rik	Kmt2a	Leukemia
4921531C22Rik	Kmt2a	Leukemia
4930405J17Rik	Kmt2a	Leukemia
4930412M03Rik	Kmt2a	Leukemia
4930428O21Rik	Kmt2a	Leukemia
4930434B07Rik	Kmt2a	Leukemia
4930440C22Rik	Kmt2a	Leukemia
4930449E18Rik	Kmt2a	Leukemia
4930453C13Rik	Kmt2a	Leukemia
4930478L05Rik	Kmt2a	Leukemia
4930479H17Rik	Kmt2a	Leukemia
4930480E11Rik	Kmt2a	Leukemia
4930488N15Rik	Kmt2a	Leukemia
4930500A05Rik	Kmt2a	Leukemia
4930503O07Rik	Kmt2a	Leukemia
4930519L02Rik	Kmt2a	Leukemia
4930526H09Rik	Kmt2a	Leukemia
4930542M03Rik	Kmt2a	Leukemia
4930544G11Rik	Kmt2a	Leukemia
4930544I03Rik	Kmt2a	Leukemia
4930545E07Rik	Kmt2a	Leukemia
4930545L23Rik	Kmt2a	Leukemia
4930548G14Rik	Kmt2a	Leukemia
4930549G23Rik	Kmt2a	Leukemia
4930551I23Rik	Kmt2a	Leukemia
4930554G24Rik	Kmt2a	Leukemia
4930556I23Rik	Kmt2a	Leukemia
4930556J24Rik	Kmt2a	Leukemia
4930558C23Rik	Kmt2a	Leukemia
4930558J22Rik	Kmt2a	Leukemia
4930559C10Rik	Kmt2a	Leukemia
4930567K20Rik	Kmt2a	Leukemia
4930572O13Rik	Kmt2a	Leukemia
4930578N18Rik	Kmt2a	Leukemia
4930579D07Rik	Kmt2a	Leukemia
4930579D09Rik	Kmt2a	Leukemia
4930598N05Rik	Kmt2a	Leukemia
4931408C20Rik	Kmt2a	Leukemia
4932413F04Rik	Kmt2a	Leukemia
4932414N04Rik	Kmt2a	Leukemia
4932416K20Rik	Kmt2a	Leukemia
4933408J17Rik	Kmt2a	Leukemia
4933432G23Rik	Kmt2a	Leukemia
4933435E02Rik	Kmt2a	Leukemia
4933440J02Rik	Kmt2a	Leukemia
5031425E22Rik	Kmt2a	Leukemia
5031434O11Rik	Kmt2a	Leukemia
5031439G07Rik	Kmt2a	Leukemia
5330413D20Rik	Kmt2a	Leukemia
5430416N02Rik	Kmt2a	Leukemia
5830454E08Rik	Kmt2a	Leukemia
6530437J22Rik	Kmt2a	Leukemia
8430426J06Rik	Kmt2a	Leukemia
8430436N08Rik	Kmt2a	Leukemia
9130008F23Rik	Kmt2a	Leukemia
9130204L05Rik	Kmt2a	Leukemia
9330178D15Rik	Kmt2a	Leukemia
9330185C12Rik	Kmt2a	Leukemia
9530018F02Rik	Kmt2a	Leukemia
9530034A14Rik	Kmt2a	Leukemia
9630015K15Rik	Kmt2a	Leukemia
9930014A18Rik	Kmt2a	Leukemia
A230028O05Rik	Kmt2a	Leukemia
A230059L01Rik	Kmt2a	Leukemia
A230060F14Rik	Kmt2a	Leukemia
A230103J11Rik	Kmt2a	Leukemia
A330074K22Rik	Kmt2a	Leukemia
A330087D11Rik	Kmt2a	Leukemia
A630023P12Rik	Kmt2a	Leukemia
A630091E08Rik	Kmt2a	Leukemia
A730020E08Rik	Kmt2a	Leukemia
A830052D11Rik	Kmt2a	Leukemia
A830092H15Rik	Kmt2a	Leukemia
A930002H24Rik	Kmt2a	Leukemia
A930018P22Rik	Kmt2a	Leukemia
AA386476	Kmt2a	Leukemia
AA545190	Kmt2a	Leukemia
AC166256.1	Kmt2a	Leukemia
AC171003.1	Kmt2a	Leukemia
AI506816	Kmt2a	Leukemia
AU020206	Kmt2a	Leukemia
AV356131	Kmt2a	Leukemia
AW209491	Kmt2a	Leukemia
Aars2	Kmt2a	Leukemia
Aatk	Kmt2a	Leukemia
Abcc2	Kmt2a	Leukemia
Abcf1	Kmt2a	Leukemia
Abhd2	Kmt2a	Leukemia
Abo	Kmt2a	Leukemia
Abracl	Kmt2a	Leukemia
Acad10	Kmt2a	Leukemia
Acadl	Kmt2a	Leukemia
Acadm	Kmt2a	Leukemia
Acap3	Kmt2a	Leukemia
Acat3	Kmt2a	Leukemia
Acp4	Kmt2a	Leukemia
Acsl3	Kmt2a	Leukemia
Acy1	Kmt2a	Leukemia
Adam29	Kmt2a	Leukemia
Adam8	Kmt2a	Leukemia
Adamts20	Kmt2a	Leukemia
Adamts6	Kmt2a	Leukemia
Adamtsl1	Kmt2a	Leukemia
Adcy9	Kmt2a	Leukemia
Adcyap1	Kmt2a	Leukemia
Adipor2	Kmt2a	Leukemia
Adora2a	Kmt2a	Leukemia
Adrb3	Kmt2a	Leukemia
Afap1	Kmt2a	Leukemia
Aff3	Kmt2a	Leukemia
Afg1l	Kmt2a	Leukemia
Ahrr	Kmt2a	Leukemia
Aif1l	Kmt2a	Leukemia
Ak2	Kmt2a	Leukemia
Ak5	Kmt2a	Leukemia
Akap11	Kmt2a	Leukemia
Akap5	Kmt2a	Leukemia
Akap7	Kmt2a	Leukemia
Akr1c13	Kmt2a	Leukemia
Akr1c21	Kmt2a	Leukemia
Albfm1	Kmt2a	Leukemia
Aldh1a3	Kmt2a	Leukemia
Aldh1l2	Kmt2a	Leukemia
Aldoc	Kmt2a	Leukemia
Alkbh4	Kmt2a	Leukemia
Als2cl	Kmt2a	Leukemia
Ambn	Kmt2a	Leukemia
Amd1	Kmt2a	Leukemia
Ammecr1l	Kmt2a	Leukemia
Anapc4	Kmt2a	Leukemia
Angptl2	Kmt2a	Leukemia
Ankle1	Kmt2a	Leukemia
Ankrd10	Kmt2a	Leukemia
Ankrd12	Kmt2a	Leukemia
Ankrd31	Kmt2a	Leukemia
Anks3	Kmt2a	Leukemia
Ano10	Kmt2a	Leukemia
Ano7	Kmt2a	Leukemia
Anp32e	Kmt2a	Leukemia
Anpep	Kmt2a	Leukemia
Antxr2	Kmt2a	Leukemia
Anxa2	Kmt2a	Leukemia
Ap1m1	Kmt2a	Leukemia
Ap3s1	Kmt2a	Leukemia
Apcs	Kmt2a	Leukemia
Aqp3	Kmt2a	Leukemia
Arf5	Kmt2a	Leukemia
Arfgef3	Kmt2a	Leukemia
Arfrp1	Kmt2a	Leukemia
Arhgap12	Kmt2a	Leukemia
Arhgap15os	Kmt2a	Leukemia
Arhgef40	Kmt2a	Leukemia
Arhgef7	Kmt2a	Leukemia
Arid1b	Kmt2a	Leukemia
Arl11	Kmt2a	Leukemia
Arl16	Kmt2a	Leukemia
Arl4aos	Kmt2a	Leukemia
Arl6ip4	Kmt2a	Leukemia
Arl9	Kmt2a	Leukemia
Armc2	Kmt2a	Leukemia
Asb14	Kmt2a	Leukemia
Asb6	Kmt2a	Leukemia
Asb8	Kmt2a	Leukemia
Asf1a	Kmt2a	Leukemia
Asic3	Kmt2a	Leukemia
Astx1a	Kmt2a	Leukemia
Atg12	Kmt2a	Leukemia
Atg7	Kmt2a	Leukemia
Atg9b	Kmt2a	Leukemia
Atp13a1	Kmt2a	Leukemia
