Gene	CF	Population
Rps6ka2	Kmt2d	GMP
Rps6ka3	Kmt2d	GMP
Rps6ka5	Kmt2d	GMP
Rptoros	Kmt2d	GMP
Rras2	Kmt2d	GMP
Rreb1	Kmt2d	GMP
Rtcb	Kmt2d	GMP
Rtn4r	Kmt2d	GMP
Rtn4rl1	Kmt2d	GMP
Rtp4	Kmt2d	GMP
Rufy1	Kmt2d	GMP
Runx1	Kmt2d	GMP
Runx2	Kmt2d	GMP
Runx2os2	Kmt2d	GMP
Runx2os3	Kmt2d	GMP
Rwdd3	Kmt2d	GMP
Rybp	Kmt2d	GMP
S1pr2	Kmt2d	GMP
Sacs	Kmt2d	GMP
Sall1	Kmt2d	GMP
Samd1	Kmt2d	GMP
Sapcd1	Kmt2d	GMP
Sash3	Kmt2d	GMP
Satb1	Kmt2d	GMP
Scamp5	Kmt2d	GMP
Scgb1a1	Kmt2d	GMP
Scgb3a1	Kmt2d	GMP
Scml4	Kmt2d	GMP
Scn4a	Kmt2d	GMP
Sec14l4	Kmt2d	GMP
Sec24b	Kmt2d	GMP
Sec61b	Kmt2d	GMP
Selenop	Kmt2d	GMP
Selp	Kmt2d	GMP
Sema3g	Kmt2d	GMP
Sema4d	Kmt2d	GMP
Sept9	Kmt2d	GMP
Serinc2	Kmt2d	GMP
Serp2	Kmt2d	GMP
Serpinb12	Kmt2d	GMP
Serpinb13	Kmt2d	GMP
Serpinf1	Kmt2d	GMP
Serpini2	Kmt2d	GMP
Setbp1	Kmt2d	GMP
Setd4	Kmt2d	GMP
Setd7	Kmt2d	GMP
Sf1	Kmt2d	GMP
Sfrp2	Kmt2d	GMP
Sgcb	Kmt2d	GMP
Sgip1	Kmt2d	GMP
Sgk2	Kmt2d	GMP
Sgms2	Kmt2d	GMP
Sgtb	Kmt2d	GMP
Sh2d4a	Kmt2d	GMP
Sh3bgrl3	Kmt2d	GMP
Sh3gl3	Kmt2d	GMP
Sh3tc2	Kmt2d	GMP
Shb	Kmt2d	GMP
Shf	Kmt2d	GMP
Shisa2	Kmt2d	GMP
Shisa8	Kmt2d	GMP
Shisa9	Kmt2d	GMP
Shoc1	Kmt2d	GMP
Sim1	Kmt2d	GMP
Six1	Kmt2d	GMP
Six4	Kmt2d	GMP
Slamf1	Kmt2d	GMP
Slamf9	Kmt2d	GMP
Slc12a8	Kmt2d	GMP
Slc12a9	Kmt2d	GMP
Slc14a1	Kmt2d	GMP
Slc16a2	Kmt2d	GMP
Slc17a1	Kmt2d	GMP
Slc19a2	Kmt2d	GMP
Slc1a3	Kmt2d	GMP
Slc22a14	Kmt2d	GMP
Slc22a21	Kmt2d	GMP
Slc23a4	Kmt2d	GMP
Slc24a3	Kmt2d	GMP
Slc25a12	Kmt2d	GMP
Slc25a24	Kmt2d	GMP
Slc26a2	Kmt2d	GMP
Slc27a2	Kmt2d	GMP
Slc27a6	Kmt2d	GMP
Slc29a1	Kmt2d	GMP
Slc29a3	Kmt2d	GMP
Slc2a2	Kmt2d	GMP
Slc34a1	Kmt2d	GMP
Slc35d3	Kmt2d	GMP
Slc36a3	Kmt2d	GMP
Slc38a6	Kmt2d	GMP
Slc39a11	Kmt2d	GMP
Slc41a2	Kmt2d	GMP
Slc41a3	Kmt2d	GMP
Slc43a1	Kmt2d	GMP
Slc44a3	Kmt2d	GMP
Slc46a3	Kmt2d	GMP
Slc4a11	Kmt2d	GMP
Slc4a3	Kmt2d	GMP
Slc5a10	Kmt2d	GMP
Slc8a1	Kmt2d	GMP
Slc9a3r2	Kmt2d	GMP
Smad4	Kmt2d	GMP
Smg6	Kmt2d	GMP
Smim38	Kmt2d	GMP
Smo	Kmt2d	GMP
Smoc1	Kmt2d	GMP
Smurf2	Kmt2d	GMP
Snd1	Kmt2d	GMP
Snrpe	Kmt2d	GMP
Sntb1	Kmt2d	GMP
Snx12	Kmt2d	GMP
Snx18	Kmt2d	GMP
Snx25	Kmt2d	GMP
Snx31	Kmt2d	GMP
Snx32	Kmt2d	GMP
Snx8	Kmt2d	GMP
Sox13	Kmt2d	GMP
Sox5	Kmt2d	GMP
Sox5os1	Kmt2d	GMP
Sox5os5	Kmt2d	GMP
Sox6	Kmt2d	GMP
Sp6	Kmt2d	GMP
Sp7	Kmt2d	GMP
Spag16	Kmt2d	GMP
Sparc	Kmt2d	GMP
Spata20	Kmt2d	GMP
Spata31d1d	Kmt2d	GMP
Spef2	Kmt2d	GMP
Spice1	Kmt2d	GMP
Spidr	Kmt2d	GMP
Spink10	Kmt2d	GMP
Spns3	Kmt2d	GMP
Spon1	Kmt2d	GMP
Spred1	Kmt2d	GMP
Spry1	Kmt2d	GMP
Spry4	Kmt2d	GMP
Spryd7	Kmt2d	GMP
Spsb4	Kmt2d	GMP
Sptb	Kmt2d	GMP
Sptlc2	Kmt2d	GMP
Srbd1	Kmt2d	GMP
Srgap1	Kmt2d	GMP
Srgap3	Kmt2d	GMP
Srl	Kmt2d	GMP
Ssbp3	Kmt2d	GMP
Sspn	Kmt2d	GMP
Sstr2	Kmt2d	GMP
St3gal4	Kmt2d	GMP
St6galnac3	Kmt2d	GMP
Stag1	Kmt2d	GMP
Stam2	Kmt2d	GMP
Stambp	Kmt2d	GMP
Stard3nl	Kmt2d	GMP
Stat3	Kmt2d	GMP
Stau1	Kmt2d	GMP
Ston1	Kmt2d	GMP
Stox2	Kmt2d	GMP
Stra8	Kmt2d	GMP
Stt3b	Kmt2d	GMP
Stum	Kmt2d	GMP
Stx1b	Kmt2d	GMP
Sub1	Kmt2d	GMP
Sumo1	Kmt2d	GMP
Sumo3	Kmt2d	GMP
Supt20	Kmt2d	GMP
Sv2a	Kmt2d	GMP
Sv2c	Kmt2d	GMP
Svopl	Kmt2d	GMP
Syde1	Kmt2d	GMP
Syf2	Kmt2d	GMP
Syn3	Kmt2d	GMP
Syngap1	Kmt2d	GMP
Synpo2	Kmt2d	GMP
Syt6	Kmt2d	GMP
T2	Kmt2d	GMP
Tac4	Kmt2d	GMP
Tacc2	Kmt2d	GMP
Tacc3	Kmt2d	GMP
Tal1	Kmt2d	GMP
Tanc1	Kmt2d	GMP
Tbc1d16	Kmt2d	GMP
Tbc1d2	Kmt2d	GMP
Tbc1d22a	Kmt2d	GMP
Tbc1d30	Kmt2d	GMP
Tbc1d5	Kmt2d	GMP
Tbc1d7	Kmt2d	GMP
Tbl1xr1	Kmt2d	GMP
Tbx3	Kmt2d	GMP
Tbx3os1	Kmt2d	GMP
Tbx3os2	Kmt2d	GMP
Tceal8	Kmt2d	GMP
Tceanc	Kmt2d	GMP
Tcerg1l	Kmt2d	GMP
Tcf12	Kmt2d	GMP
Tcf15	Kmt2d	GMP
Tcf21	Kmt2d	GMP
Tcf4	Kmt2d	GMP
Tcf7	Kmt2d	GMP
Tcf7l2	Kmt2d	GMP
Tcl1b1	Kmt2d	GMP
Tcl1b2	Kmt2d	GMP
Tcrg-V4	Kmt2d	GMP
Tcte2	Kmt2d	GMP
Tctex1d1	Kmt2d	GMP
Tead1	Kmt2d	GMP
Tead3	Kmt2d	GMP
Tead4	Kmt2d	GMP
Tecta	Kmt2d	GMP
Teddm3	Kmt2d	GMP
Tekt5	Kmt2d	GMP
Tex2	Kmt2d	GMP
Tex33	Kmt2d	GMP
Tex35	Kmt2d	GMP
Tgfbi	Kmt2d	GMP
Tgfbr2	Kmt2d	GMP
Tgfbr3	Kmt2d	GMP
Them7	Kmt2d	GMP
Thnsl2	Kmt2d	GMP
Thoc7	Kmt2d	GMP
Thrb	Kmt2d	GMP
Thsd1	Kmt2d	GMP
Tiam1	Kmt2d	GMP
Tifa	Kmt2d	GMP
Tifab	Kmt2d	GMP
Timeless	Kmt2d	GMP
Tldc2	Kmt2d	GMP
Tle4	Kmt2d	GMP
Tle6	Kmt2d	GMP
Tlk2	Kmt2d	GMP
Tlr12	Kmt2d	GMP
Tlr5	Kmt2d	GMP
Tlr9	Kmt2d	GMP
Tmed9	Kmt2d	GMP
Tmem106c	Kmt2d	GMP
Tmem144	Kmt2d	GMP
Tmem156	Kmt2d	GMP
Tmem163	Kmt2d	GMP
Tmem176b	Kmt2d	GMP
Tmem185a	Kmt2d	GMP
Tmem222	Kmt2d	GMP
Tmem229b	Kmt2d	GMP
Tmem236	Kmt2d	GMP
Tmem252	Kmt2d	GMP
Tmem26	Kmt2d	GMP
Tmem266	Kmt2d	GMP
Tmem38b	Kmt2d	GMP
Tmem44	Kmt2d	GMP
Tmem72	Kmt2d	GMP
Tmf1	Kmt2d	GMP
Tmprss4	Kmt2d	GMP
Tmtc2	Kmt2d	GMP
Tmtc3	Kmt2d	GMP
Tnfrsf11a	Kmt2d	GMP
Tnfrsf13c	Kmt2d	GMP
Tnfrsf17	Kmt2d	GMP
Tnfrsf1b	Kmt2d	GMP
Tnfrsf25	Kmt2d	GMP
Tnfsf10	Kmt2d	GMP
Tnfsf11	Kmt2d	GMP
Tnfsf18	Kmt2d	GMP
Tnfsf8	Kmt2d	GMP
Tnik	Kmt2d	GMP
Tnks2	Kmt2d	GMP
Tnni1	Kmt2d	GMP
Tnnt2	Kmt2d	GMP
Tns1	Kmt2d	GMP
Tns3	Kmt2d	GMP
Togaram2	Kmt2d	GMP
Top1mt	Kmt2d	GMP
Tor1aip1	Kmt2d	GMP
Tor1b	Kmt2d	GMP
Tox3	Kmt2d	GMP
Tpm4	Kmt2d	GMP
Tprg	Kmt2d	GMP
Tprgl	Kmt2d	GMP
Tpst2	Kmt2d	GMP
Tpte	Kmt2d	GMP
Tra2a	Kmt2d	GMP
Traf3ip2	Kmt2d	GMP
Trap1a	Kmt2d	GMP
Trav13-4-dv7	Kmt2d	GMP
Trav7-1	Kmt2d	GMP
Trav7d-2	Kmt2d	GMP
Trbv17	Kmt2d	GMP
Trbv27	Kmt2d	GMP
Trbv7	Kmt2d	GMP
Trerf1	Kmt2d	GMP
Trim32	Kmt2d	GMP
Trim37	Kmt2d	GMP
Trim38	Kmt2d	GMP
Trim58	Kmt2d	GMP
Trit1	Kmt2d	GMP
Trmt61a	Kmt2d	GMP
Trp53i11	Kmt2d	GMP
Trp63	Kmt2d	GMP
Trpd52l3	Kmt2d	GMP
Trpm1	Kmt2d	GMP
Tsga10ip	Kmt2d	GMP
Tshz2	Kmt2d	GMP
Tshz3	Kmt2d	GMP
Tsku	Kmt2d	GMP
Tslp	Kmt2d	GMP
Tslrn1	Kmt2d	GMP
Tspan18	Kmt2d	GMP
Tspan32os	Kmt2d	GMP
Tspan33	Kmt2d	GMP
Tspan8	Kmt2d	GMP
Tspan9	Kmt2d	GMP
Ttc17	Kmt2d	GMP
Ttc19	Kmt2d	GMP
Ttc28	Kmt2d	GMP
Ttyh1	Kmt2d	GMP
Tvp23a	Kmt2d	GMP
Txndc8	Kmt2d	GMP
Tyro3	Kmt2d	GMP
Uaca	Kmt2d	GMP
Uap1	Kmt2d	GMP
Ubald2	Kmt2d	GMP
Ube2e2	Kmt2d	GMP
Ube2l6	Kmt2d	GMP
Ube2uos	Kmt2d	GMP
Ubl3	Kmt2d	GMP
Ubxn2b	Kmt2d	GMP
Uchl1	Kmt2d	GMP
Uchl1os	Kmt2d	GMP
Uchl3	Kmt2d	GMP
Uchl5	Kmt2d	GMP
Uhrf1	Kmt2d	GMP
Uhrf1bp1l	Kmt2d	GMP
Unc5c	Kmt2d	GMP
Unc93a2	Kmt2d	GMP
Uncx	Kmt2d	GMP
Uox	Kmt2d	GMP
Upb1	Kmt2d	GMP
Uqcc2	Kmt2d	GMP
Usp11	Kmt2d	GMP
Usp12	Kmt2d	GMP
Usp3	Kmt2d	GMP
Uxs1	Kmt2d	GMP
Vamp3	Kmt2d	GMP
Vash1	Kmt2d	GMP
Vav2	Kmt2d	GMP
Vcan	Kmt2d	GMP
Vdac1	Kmt2d	GMP
Vdr	Kmt2d	GMP
Vegfa	Kmt2d	GMP
Vegfc	Kmt2d	GMP
Veph1	Kmt2d	GMP
Vezf1	Kmt2d	GMP
Virma	Kmt2d	GMP
Vkorc1	Kmt2d	GMP
Vps35l	Kmt2d	GMP
Vtcn1	Kmt2d	GMP
Wdr33	Kmt2d	GMP
Wdr45b	Kmt2d	GMP
Wdr59	Kmt2d	GMP
Wdr66	Kmt2d	GMP
Wdr93	Kmt2d	GMP
Wfdc12	Kmt2d	GMP
Whrn	Kmt2d	GMP
Wnk3	Kmt2d	GMP
Wnt6	Kmt2d	GMP
Wwc2	Kmt2d	GMP
Xdh	Kmt2d	GMP
Xkrx	Kmt2d	GMP
Xpo6	Kmt2d	GMP
Xylt1	Kmt2d	GMP
Yes1	Kmt2d	GMP
Ypel2	Kmt2d	GMP
Zap70	Kmt2d	GMP
Zbtb10	Kmt2d	GMP
Zbtb16	Kmt2d	GMP
Zbtb20	Kmt2d	GMP
Zbtb32	Kmt2d	GMP
Zbtb7a	Kmt2d	GMP
Zbtb7c	Kmt2d	GMP
Zc2hc1b	Kmt2d	GMP
Zc3h11a	Kmt2d	GMP
Zc3h12a	Kmt2d	GMP
Zc3h12c	Kmt2d	GMP
Zc3h12d	Kmt2d	GMP
Zcchc18	Kmt2d	GMP
Zcchc24	Kmt2d	GMP
Zdhhc17	Kmt2d	GMP
Zdhhc21	Kmt2d	GMP
Zer1	Kmt2d	GMP
Zfhx2os	Kmt2d	GMP
Zfp108	Kmt2d	GMP
Zfp111	Kmt2d	GMP
Zfp184	Kmt2d	GMP
Zfp382	Kmt2d	GMP
Zfp385b	Kmt2d	GMP
Zfp444	Kmt2d	GMP
Zfp462	Kmt2d	GMP
Zfp469	Kmt2d	GMP
Zfp521	Kmt2d	GMP
Zfp536	Kmt2d	GMP
Zfp618	Kmt2d	GMP
Zfp683	Kmt2d	GMP
Zfp691	Kmt2d	GMP
Zfp697	Kmt2d	GMP
Zfp704	Kmt2d	GMP
Zfp715	Kmt2d	GMP
Zfp777	Kmt2d	GMP
Zfp831	Kmt2d	GMP
Zfp90	Kmt2d	GMP
Zfp956	Kmt2d	GMP
Zfpm1	Kmt2d	GMP
Zfyve19	Kmt2d	GMP
Zfyve21	Kmt2d	GMP
Zfyve28	Kmt2d	GMP
Znrf3	Kmt2d	GMP
Zscan18	Kmt2d	GMP
Zswim5	Kmt2d	GMP
a	Kmt2d	GMP
1110002O04Rik	Kmt2d	MatureMye
1110028F18Rik	Kmt2d	MatureMye
1600022D10Rik	Kmt2d	MatureMye
1700006J14Rik	Kmt2d	MatureMye
1700011L03Rik	Kmt2d	MatureMye
1700016C15Rik	Kmt2d	MatureMye
1700016G22Rik	Kmt2d	MatureMye
1700020L24Rik	Kmt2d	MatureMye
1700020N01Rik	Kmt2d	MatureMye
1700034H15Rik	Kmt2d	MatureMye
1700034J05Rik	Kmt2d	MatureMye
1700036A12Rik	Kmt2d	MatureMye
1700085C21Rik	Kmt2d	MatureMye
1700116H05Rik	Kmt2d	MatureMye
1700122C19Rik	Kmt2d	MatureMye
1810041H14Rik	Kmt2d	MatureMye
2210016F16Rik	Kmt2d	MatureMye
2210409D07Rik	Kmt2d	MatureMye
2310005A03Rik	Kmt2d	MatureMye
2310015A16Rik	Kmt2d	MatureMye
2310039L15Rik	Kmt2d	MatureMye
2310043L19Rik	Kmt2d	MatureMye
2310081O03Rik	Kmt2d	MatureMye
2610307P16Rik	Kmt2d	MatureMye
2700046A07Rik	Kmt2d	MatureMye
2810403G07Rik	Kmt2d	MatureMye
3300005D01Rik	Kmt2d	MatureMye
4833413E03Rik	Kmt2d	MatureMye
4930402H24Rik	Kmt2d	MatureMye
4930406D18Rik	Kmt2d	MatureMye
4930459C07Rik	Kmt2d	MatureMye
4930488N15Rik	Kmt2d	MatureMye
4930500L23Rik	Kmt2d	MatureMye
4930540M05Rik	Kmt2d	MatureMye
4930551I23Rik	Kmt2d	MatureMye
4930554I06Rik	Kmt2d	MatureMye
4930589L23Rik	Kmt2d	MatureMye
4931431B13Rik	Kmt2d	MatureMye
4931440F15Rik	Kmt2d	MatureMye
4933405E24Rik	Kmt2d	MatureMye
4933412E12Rik	Kmt2d	MatureMye
4933426B08Rik	Kmt2d	MatureMye
5031439G07Rik	Kmt2d	MatureMye
5730435O14Rik	Kmt2d	MatureMye
6430562O15Rik	Kmt2d	MatureMye
9130019P16Rik	Kmt2d	MatureMye
9130221F21Rik	Kmt2d	MatureMye
9330118I20Rik	Kmt2d	MatureMye
A330043C09Rik	Kmt2d	MatureMye
A430035B10Rik	Kmt2d	MatureMye
A430110L20Rik	Kmt2d	MatureMye
A530076I17Rik	Kmt2d	MatureMye
A630010A05Rik	Kmt2d	MatureMye
A830008E24Rik	Kmt2d	MatureMye
A830035O19Rik	Kmt2d	MatureMye
A930023M06Rik	Kmt2d	MatureMye
AU016765	Kmt2d	MatureMye
AU020206	Kmt2d	MatureMye
Aatk	Kmt2d	MatureMye
Abcc2	Kmt2d	MatureMye
Abcg2	Kmt2d	MatureMye
Abtb2	Kmt2d	MatureMye
Acvr1b	Kmt2d	MatureMye
Adam10	Kmt2d	MatureMye
Adam15	Kmt2d	MatureMye
Adam17	Kmt2d	MatureMye
Adap2os	Kmt2d	MatureMye
Adcy7	Kmt2d	MatureMye
Adrb2	Kmt2d	MatureMye
Aff1	Kmt2d	MatureMye
Ago2	Kmt2d	MatureMye
Agpat4	Kmt2d	MatureMye
Akirin2	Kmt2d	MatureMye
Akr1b8	Kmt2d	MatureMye
Ambp	Kmt2d	MatureMye
Amd1	Kmt2d	MatureMye
Amhr2	Kmt2d	MatureMye
Ankrd11	Kmt2d	MatureMye
Ano2	Kmt2d	MatureMye
Anxa4	Kmt2d	MatureMye
Apobec2	Kmt2d	MatureMye
Apoc2	Kmt2d	MatureMye
Apoe	Kmt2d	MatureMye
Arap1	Kmt2d	MatureMye
Arl1	Kmt2d	MatureMye
Arl10	Kmt2d	MatureMye
Arl6ip5	Kmt2d	MatureMye
Arl8b	Kmt2d	MatureMye
Armcx3	Kmt2d	MatureMye
Asap1	Kmt2d	MatureMye
Asph	Kmt2d	MatureMye
Asprv1	Kmt2d	MatureMye
Atp13a3	Kmt2d	MatureMye
Atp2b1	Kmt2d	MatureMye
Atp6v1e2	Kmt2d	MatureMye
Atp8b2	Kmt2d	MatureMye
B130011K05Rik	Kmt2d	MatureMye
B3gat3	Kmt2d	MatureMye
B4galt5	Kmt2d	MatureMye
B930092H01Rik	Kmt2d	MatureMye
BC035044	Kmt2d	MatureMye
Bcas1	Kmt2d	MatureMye
Bcas3	Kmt2d	MatureMye
Bcas3os2	Kmt2d	MatureMye
Bcl2l11	Kmt2d	MatureMye
Bfsp1	Kmt2d	MatureMye
Bicral	Kmt2d	MatureMye
Bin1	Kmt2d	MatureMye
Blnk	Kmt2d	MatureMye
Bmf	Kmt2d	MatureMye
Bmt2	Kmt2d	MatureMye
Bnip2	Kmt2d	MatureMye
Bphl	Kmt2d	MatureMye
Brd3os	Kmt2d	MatureMye
Btg1	Kmt2d	MatureMye
Btg2	Kmt2d	MatureMye
C030013C21Rik	Kmt2d	MatureMye
C230072F16Rik	Kmt2d	MatureMye
C230099D08Rik	Kmt2d	MatureMye
C330018D20Rik	Kmt2d	MatureMye
C430039J16Rik	Kmt2d	MatureMye
Cabyr	Kmt2d	MatureMye
Camk2d	Kmt2d	MatureMye
Camkk2	Kmt2d	MatureMye
Cap1	Kmt2d	MatureMye
Capza2	Kmt2d	MatureMye
Carmil1	Kmt2d	MatureMye
Ccdc170	Kmt2d	MatureMye
Ccdc186	Kmt2d	MatureMye
Ccdc54	Kmt2d	MatureMye
Ccr7	Kmt2d	MatureMye
Cd2	Kmt2d	MatureMye
Cd200	Kmt2d	MatureMye
Cd200r3	Kmt2d	MatureMye
Cd28	Kmt2d	MatureMye
Cd5l	Kmt2d	MatureMye
Cdc42	Kmt2d	MatureMye
Cdk5rap3	Kmt2d	MatureMye
Cdk6	Kmt2d	MatureMye
Cenpu	Kmt2d	MatureMye
Cep120	Kmt2d	MatureMye
Cep192	Kmt2d	MatureMye
Cep68	Kmt2d	MatureMye
Cep95	Kmt2d	MatureMye
Cfap97d1	Kmt2d	MatureMye
Chaer1	Kmt2d	MatureMye
Chst11	Kmt2d	MatureMye
Chst3	Kmt2d	MatureMye
Clasp2	Kmt2d	MatureMye
Cldn5	Kmt2d	MatureMye
Clec2e	Kmt2d	MatureMye
Clec4a3	Kmt2d	MatureMye
Clip4	Kmt2d	MatureMye
Cln8	Kmt2d	MatureMye
Clvs1	Kmt2d	MatureMye
Cnot6l	Kmt2d	MatureMye
Col4a1	Kmt2d	MatureMye
Commd1	Kmt2d	MatureMye
Copb1	Kmt2d	MatureMye
Cops6	Kmt2d	MatureMye
Cpox	Kmt2d	MatureMye
Crtc3	Kmt2d	MatureMye
Cry1	Kmt2d	MatureMye
Csgalnact2	Kmt2d	MatureMye
Ctla4	Kmt2d	MatureMye
Ctsc	Kmt2d	MatureMye
Ctsh	Kmt2d	MatureMye
Cttnbp2	Kmt2d	MatureMye
Cubn	Kmt2d	MatureMye
Cuedc1	Kmt2d	MatureMye
Cux1	Kmt2d	MatureMye
Cxcr4	Kmt2d	MatureMye
Cxcr5	Kmt2d	MatureMye
Cyb561	Kmt2d	MatureMye
Cybb	Kmt2d	MatureMye
Cyfip1	Kmt2d	MatureMye
Cyp4f18	Kmt2d	MatureMye
Cysltr1	Kmt2d	MatureMye
Cytip	Kmt2d	MatureMye
D930019O06Rik	Kmt2d	MatureMye
Dcp1a	Kmt2d	MatureMye
Ddx4	Kmt2d	MatureMye
Deptor	Kmt2d	MatureMye
Dguok	Kmt2d	MatureMye
Dhrs3	Kmt2d	MatureMye
Dhx9	Kmt2d	MatureMye
Dicer1	Kmt2d	MatureMye
Dkk2	Kmt2d	MatureMye
Dlg1	Kmt2d	MatureMye
Dnmbp	Kmt2d	MatureMye
Dock1	Kmt2d	MatureMye
Dock10	Kmt2d	MatureMye
Dock8	Kmt2d	MatureMye
Dpf3	Kmt2d	MatureMye
Dpysl2	Kmt2d	MatureMye
Dram1	Kmt2d	MatureMye
Dram2	Kmt2d	MatureMye
Dtnbos	Kmt2d	MatureMye
Dtnbp1	Kmt2d	MatureMye
Dus2	Kmt2d	MatureMye
Dusp22	Kmt2d	MatureMye
Dusp4	Kmt2d	MatureMye
E030013I19Rik	Kmt2d	MatureMye
E230032D23Rik	Kmt2d	MatureMye
Eef1aknmt	Kmt2d	MatureMye
Eepd1	Kmt2d	MatureMye
Efl1	Kmt2d	MatureMye
Ehd4	Kmt2d	MatureMye
Elavl2	Kmt2d	MatureMye
Elmo1	Kmt2d	MatureMye
Elmo2	Kmt2d	MatureMye
Epb41l4aos	Kmt2d	MatureMye
Eps8	Kmt2d	MatureMye
Eqtn	Kmt2d	MatureMye
Eri3	Kmt2d	MatureMye
Erlin1	Kmt2d	MatureMye
Ero1lb	Kmt2d	MatureMye
Ets1	Kmt2d	MatureMye
Etv3	Kmt2d	MatureMye
Etv6	Kmt2d	MatureMye
Evl	Kmt2d	MatureMye
Exoc6	Kmt2d	MatureMye
Extl2	Kmt2d	MatureMye
Eya1	Kmt2d	MatureMye
Eya3	Kmt2d	MatureMye
F830208F22Rik	Kmt2d	MatureMye
Faiml	Kmt2d	MatureMye
Fam111a	Kmt2d	MatureMye
Fam129a	Kmt2d	MatureMye
Fam214a	Kmt2d	MatureMye
Fam45a	Kmt2d	MatureMye
Fam49a	Kmt2d	MatureMye
Fam72a	Kmt2d	MatureMye
Fam76b	Kmt2d	MatureMye
Fam83f	Kmt2d	MatureMye
Fan1	Kmt2d	MatureMye
Farsb	Kmt2d	MatureMye
Fas	Kmt2d	MatureMye
Fbxo21	Kmt2d	MatureMye
Fbxo27	Kmt2d	MatureMye
Fbxo32	Kmt2d	MatureMye
Fbxw7	Kmt2d	MatureMye
Fcgr1	Kmt2d	MatureMye
Fcrlb	Kmt2d	MatureMye
Fgd6	Kmt2d	MatureMye
Fhad1	Kmt2d	MatureMye
Fkbp15	Kmt2d	MatureMye
Flacc1	Kmt2d	MatureMye
Fmnl2	Kmt2d	MatureMye
Fnbp1l	Kmt2d	MatureMye
Fndc3b	Kmt2d	MatureMye
Fndc7	Kmt2d	MatureMye
Foxp1	Kmt2d	MatureMye
Foxq1	Kmt2d	MatureMye
Frem2	Kmt2d	MatureMye
Frmd4a	Kmt2d	MatureMye
Frmd4b	Kmt2d	MatureMye
Fundc1	Kmt2d	MatureMye
Fut9	Kmt2d	MatureMye
Gab2	Kmt2d	MatureMye
Galnt10	Kmt2d	MatureMye
Gata6	Kmt2d	MatureMye
Gatm	Kmt2d	MatureMye
Gfod1	Kmt2d	MatureMye
Glis1	Kmt2d	MatureMye
Gm10125	Kmt2d	MatureMye
Gm10138	Kmt2d	MatureMye
Gm10655	Kmt2d	MatureMye
Gm10782	Kmt2d	MatureMye
Gm10791	Kmt2d	MatureMye
Gm10814	Kmt2d	MatureMye
Gm11096	Kmt2d	MatureMye
Gm11381	Kmt2d	MatureMye
Gm11466	Kmt2d	MatureMye
Gm11592	Kmt2d	MatureMye
Gm11696	Kmt2d	MatureMye
Gm12018	Kmt2d	MatureMye
Gm12081	Kmt2d	MatureMye
Gm12185	Kmt2d	MatureMye
Gm12301	Kmt2d	MatureMye
Gm12506	Kmt2d	MatureMye
Gm12514	Kmt2d	MatureMye
Gm12519	Kmt2d	MatureMye
Gm12596	Kmt2d	MatureMye
Gm12649	Kmt2d	MatureMye
Gm13056	Kmt2d	MatureMye
Gm13383	Kmt2d	MatureMye
Gm13528	Kmt2d	MatureMye
Gm13547	Kmt2d	MatureMye
Gm13610	Kmt2d	MatureMye
Gm13620	Kmt2d	MatureMye
Gm13657	Kmt2d	MatureMye
Gm13709	Kmt2d	MatureMye
Gm13874	Kmt2d	MatureMye
Gm14010	Kmt2d	MatureMye
Gm14100	Kmt2d	MatureMye
Gm14319	Kmt2d	MatureMye
Gm14486	Kmt2d	MatureMye
Gm14493	Kmt2d	MatureMye
Gm14634	Kmt2d	MatureMye
Gm15239	Kmt2d	MatureMye
Gm15345	Kmt2d	MatureMye
Gm15551	Kmt2d	MatureMye
Gm15582	Kmt2d	MatureMye
Gm15587	Kmt2d	MatureMye
Gm15657	Kmt2d	MatureMye
Gm16059	Kmt2d	MatureMye
Gm16140	Kmt2d	MatureMye
Gm16142	Kmt2d	MatureMye
Gm16212	Kmt2d	MatureMye
Gm16239	Kmt2d	MatureMye
Gm16336	Kmt2d	MatureMye
Gm16337	Kmt2d	MatureMye
Gm16564	Kmt2d	MatureMye
Gm16578	Kmt2d	MatureMye
Gm16933	Kmt2d	MatureMye
Gm17130	Kmt2d	MatureMye
Gm17190	Kmt2d	MatureMye
Gm17227	Kmt2d	MatureMye
Gm17613	Kmt2d	MatureMye
Gm17745	Kmt2d	MatureMye
Gm19510	Kmt2d	MatureMye
Gm19582	Kmt2d	MatureMye
Gm20110	Kmt2d	MatureMye
Gm20456	Kmt2d	MatureMye
Gm20714	Kmt2d	MatureMye
Gm26626	Kmt2d	MatureMye
Gm26627	Kmt2d	MatureMye
Gm26634	Kmt2d	MatureMye
Gm26646	Kmt2d	MatureMye
Gm26682	Kmt2d	MatureMye
Gm26728	Kmt2d	MatureMye
Gm26759	Kmt2d	MatureMye
Gm26877	Kmt2d	MatureMye
Gm26964	Kmt2d	MatureMye
Gm26971	Kmt2d	MatureMye
Gm27240	Kmt2d	MatureMye
Gm28229	Kmt2d	MatureMye
Gm28289	Kmt2d	MatureMye
Gm28499	Kmt2d	MatureMye
Gm28548	Kmt2d	MatureMye
Gm28563	Kmt2d	MatureMye
Gm28643	Kmt2d	MatureMye
Gm28981	Kmt2d	MatureMye
Gm29083	Kmt2d	MatureMye
Gm29336	Kmt2d	MatureMye
Gm29453	Kmt2d	MatureMye
Gm29482	Kmt2d	MatureMye
Gm29488	Kmt2d	MatureMye
